frame,player_id,landmark_index,x_norm,y_norm,visibility
1,1,0,-0.015963644289389824,-1.3010370095852708,0.9996094703674316
1,1,1,-0.02394546643408474,-1.36489158674283,0.9995588660240172
1,1,2,-0.015963644289389824,-1.36489158674283,0.9995125532150269
1,1,3,-0.015963644289389824,-1.372873408887525,0.9996072053909302
1,1,4,-0.04789093286816948,-1.3569097645981352,0.99954754114151
1,1,5,-0.055872755012864386,-1.3489279424534402,0.9994819760322572
1,1,6,-0.07183639930225422,-1.3489279424534402,0.9995531439781188
1,1,7,-0.07183639930225422,-1.3569097645981352,0.9993475079536438
1,1,8,-0.14367279860450843,-1.3409461203087454,0.9994650483131408
1,1,9,0.007981822144694912,-1.2451642545724064,0.9992679357528688
1,1,10,-0.015963644289389824,-1.2371824324277114,0.9991517663002014
1,1,11,-0.04789093286816948,-1.0296550566656437,0.999572217464447
1,1,12,-0.17560008718328807,-0.9578186573633896,0.9992502927780152
1,1,13,0.16761826503859317,-0.6944185265884574,0.5649876594543457
1,1,14,-0.07981822144694913,-0.4390002179582202,0.5920079946517944
1,1,15,0.1356909764598135,-1.093509633823203,0.6715049147605896
1,1,16,0.26340013077493213,-0.6545094158649828,0.6244013905525208
1,1,17,0.15165462074920333,-1.1573642109807623,0.6775394082069397
1,1,18,0.3911092850900507,-0.7423094594566269,0.6093743443489075
1,1,19,0.14367279860450843,-1.1653460331254573,0.6771047711372375
1,1,20,0.3751456408006609,-0.8061640366141861,0.6069324612617493
1,1,21,0.14367279860450843,-1.1254369224019827,0.670687198638916
1,1,22,0.33523653007718635,-0.7981822144694912,0.596659243106842
1,1,23,0.055872755012864386,0.0,0.9963380694389344
1,1,24,-0.055872755012864386,0.0,0.9955018758773804
1,1,25,0.1915637314726779,0.7423094594566269,0.6089047193527222
1,1,26,-0.04789093286816948,0.7742367480354065,0.6562397480010986
1,1,27,-0.055872755012864386,1.4926007410579487,0.6313026547431946
1,1,28,-0.21550919790676265,1.5724189625048979,0.6774690747261047
1,1,29,-0.15963644289389825,1.5564553182155079,0.648456871509552
1,1,30,-0.33523653007718635,1.6921462946753214,0.6576060652732849
1,1,31,0.10376368788103386,1.6522371839518468,0.7001617550849915
1,1,32,0.007981822144694912,1.7240735832541012,0.6814030408859253
1,2,0,-0.0683685426048248,-1.3432407782359697,0.9996243715286256
1,2,1,-0.020108394883772,-1.3995442839105312,0.99958336353302
1,2,2,0.0040216789767544,-1.40758764186404,0.9995409846305848
1,2,3,0.020108394883772,-1.40758764186404,0.9996307492256165
1,2,4,-0.044238468744298404,-1.3995442839105312,0.9995661973953248
1,2,5,-0.0522818266978072,-1.40758764186404,0.9995005130767822
1,2,6,-0.060325184651316,-1.40758764186404,0.9995697140693665
1,2,7,0.08445525851184241,-1.3834575680035137,0.999385952949524
1,2,8,-0.0040216789767544,-1.3915009259570223,0.9994608759880066
1,2,9,-0.0281517528372808,-1.2788939146078993,0.9992889165878296
1,2,10,-0.0683685426048248,-1.286937272561408,0.9991326928138732
1,2,11,0.2292357016750008,-1.0215064600956176,0.999581515789032
1,2,12,-0.08445525851184241,-0.9732463123745648,0.9984447956085204
1,2,13,0.140758764186404,-0.6193385624201776,0.6066884398460388
1,2,14,-0.1246720482793864,-0.4665147613035104,0.540624737739563
1,2,15,-0.221192343721492,-0.884769374885968,0.7005085349082947
1,2,16,-0.18901891190745682,-0.7239022158157921,0.5757964253425598
1,2,17,-0.3257559971171064,-0.9330295226070208,0.7029368281364441
1,2,18,-0.2453224175820184,-0.8043357953508801,0.5644057393074036
1,2,19,-0.3096692812100888,-0.9812896703280736,0.7019343376159668
1,2,20,-0.2372790596285096,-0.8606393010254416,0.5620189309120178
1,2,21,-0.2694524914425448,-0.9571595964675472,0.693620502948761
1,2,22,-0.2131489857679832,-0.8284658692114064,0.5531008243560791
1,2,23,0.1246720482793864,-0.0080433579535088,0.9965782761573792
